window_start	window_end	avg_conn_duration	number_of_conn	d_number_of_conn	sum_orig_kbytes	sum_resp_kbytes
14/04/18 05:00	14/04/18 06:00	1.5664581971493619	92260	-5	11454946	2426958
14/04/18 05:10	14/04/18 06:10	1.5689140075717314	92185	-75	11439338	2313232
14/04/18 05:20	14/04/18 06:20	1.5149197862134136	91016	-1169	9629412	2301324
14/04/18 05:30	14/04/18 06:30	1.4319526304074377	91425	409	6515025	2356121
14/04/18 05:40	14/04/18 06:40	1.2932310445750008	92765	1340	2537873	2539663
14/04/18 05:50	14/04/18 06:50	0.9269402086676275	132493	39728	3904172	2542239
14/04/18 06:00	14/04/18 07:00	0.9101132548445418	133862	1369	5867265	2561024
14/04/18 06:10	14/04/18 07:10	0.9072189122764588	132302	-1560	10511789	2552760
14/04/18 06:20	14/04/18 07:20	0.9385948956622254	131496	-806	12390471	2423377
14/04/18 06:30	14/04/18 07:30	0.9455303725527879	130097	-1399	13620716	2418315
14/04/18 06:40	14/04/18 07:40	0.9213569313929638	129185	-912	13542800	2268857
14/04/18 06:50	14/04/18 07:50	1.3317531337404644	91371	-37814	9737910	2455094
14/04/18 07:00	14/04/18 08:00	1.3740301317559427	91290	-81	7774900	2491942
14/04/18 07:10	14/04/18 08:10	1.369014624213854	91427	137	4041019	2497039
14/04/18 07:20	14/04/18 08:20	1.3508527942045607	90692	-735	3604932	2490777
14/04/18 07:30	14/04/18 08:30	1.3249100844206283	90132	-560	2374142	2455680
14/04/18 07:40	14/04/18 08:40	1.2614169542550564	88906	-1226	2373609	2455459
14/04/18 07:50	14/04/18 08:50	1.2843789553115483	83422	-5484	2372588	2275962
14/04/18 08:00	14/04/18 09:00	1.206773361797808	82723	-699	2372364	2228206
14/04/18 08:10	14/04/18 09:10	1.1423223519889676	82656	-67	1460399	2303870
14/04/18 08:20	14/04/18 09:20	1.268860337668221	83893	1237	17409	2475898
14/04/18 08:30	14/04/18 09:30	1.2593838318758044	83932	39	16789	2609689
14/04/18 08:40	14/04/18 09:40	1.3192816015137225	83767	-165	16510	2648513
14/04/18 08:50	14/04/18 09:50	1.2441377725394571	83254	-513	16361	2618687
14/04/18 09:00	14/04/18 10:00	1.2228875265534491	81496	-1758	2014310	2605063
14/04/18 09:10	14/04/18 10:10	1.2963324646416807	80264	-1232	2344692	2532788
14/04/18 09:20	14/04/18 10:20	1.0643944568153758	80179	-85	2344717	2384042
14/04/18 09:30	14/04/18 10:30	1.2178399406029898	80930	751	2345183	2269249
14/04/18 09:40	14/04/18 10:40	1.1718042277508935	82037	1107	2577089	2375841
14/04/18 09:50	14/04/18 10:50	1.1195946226886866	81988	-49	5993248	2408542
14/04/18 10:00	14/04/18 11:00	1.2711873193283394	82899	911	5490774	2514903
14/04/18 10:10	14/04/18 11:10	1.1721266921069802	84315	1416	5839402	2531106
14/04/18 10:20	14/04/18 11:20	1.238344639115139	82996	-1319	8325684	2522808
14/04/18 10:30	14/04/18 11:30	1.2472315416615813	81946	-1050	13651726	2528355
14/04/18 10:40	14/04/18 11:40	1.2587978160953717	80694	-1252	19766752	2491837
14/04/18 10:50	14/04/18 11:50	1.2423531923877247	84101	3407	18608928	2475778
14/04/18 11:00	14/04/18 12:00	1.095725277551599	84741	640	18405918	2523285
14/04/18 11:10	14/04/18 12:10	1.1152394279050648	85110	369	20589606	2530344
14/04/18 11:20	14/04/18 12:20	1.320130642139041	86637	1527	25014116	2641985
14/04/18 11:30	14/04/18 12:30	1.1147826968433991	87816	1179	23088669	2758747
14/04/18 11:40	14/04/18 12:40	1.3491158833323962	88945	1129	16742535	2696220
14/04/18 11:50	14/04/18 12:50	0.9842744652327817	123162	34217	14492218	2715132
14/04/18 12:00	14/04/18 13:00	0.9764576065918523	123152	-10	13755842	2568523
14/04/18 12:10	14/04/18 13:10	1.0805441413555341	121679	-1473	10893358	2562494
14/04/18 12:20	14/04/18 13:20	1.0831784357738685	119523	-2156	3982219	2448054
14/04/18 12:30	14/04/18 13:30	1.1574833557663227	119036	-487	581191	2344071
14/04/18 12:40	14/04/18 13:40	1.0188207129759863	118018	-1018	580361	2305571
14/04/18 12:50	14/04/18 13:50	1.5363534917436787	85268	-32750	572239	2358539
14/04/18 13:00	14/04/18 14:00	1.5386078887281376	85709	441	15337	2751067
14/04/18 13:10	14/04/18 14:10	1.39319507052882	85738	29	14779	2769187
14/04/18 13:20	14/04/18 14:20	1.1714318996666004	86083	345	14784	2799432
14/04/18 13:30	14/04/18 14:30	1.095882457531647	85393	-690	14844	2845356
14/04/18 13:40	14/04/18 14:40	1.006346005901914	85396	3	14917	2862667
14/04/18 13:50	14/04/18 14:50	0.8583344400069706	80326	-5070	13984	2778594
14/04/18 14:00	14/04/18 15:00	0.8362257199258308	79279	-1047	13622	2398726
14/04/18 14:10	14/04/18 15:10	0.7984226249765699	80027	748	13518	2448072
14/04/18 14:20	14/04/18 15:20	0.779813368691751	80688	661	13389	2556050
14/04/18 14:30	14/04/18 15:30	0.7536553496721831	80075	-613	13045	2489408
14/04/18 14:40	14/04/18 15:40	0.7739759308097584	80098	23	13308	2460649
14/04/18 14:50	14/04/18 15:50	0.821904370404857	80547	449	13949	2555764
14/04/18 15:00	14/04/18 16:00	0.8295143304689269	79714	-833	14123	2569035
14/04/18 15:10	14/04/18 16:10	0.8334508851240597	79921	207	14336	2504478
14/04/18 15:20	14/04/18 16:20	0.8886199375195134	80073	152	3344484	2476591
14/04/18 15:30	14/04/18 16:30	0.8994756418894551	80383	310	3368330	4893110
14/04/18 15:40	14/04/18 16:40	1.8717227979530588	79338	-1045	3395016	7586336
14/04/18 15:50	14/04/18 16:50	2.2180841231114226	78035	-1303	3401375	9794127
14/04/18 16:00	14/04/18 17:00	2.293819014759567	76425	-1610	3461656	15144524
14/04/18 16:10	14/04/18 17:10	2.417988822041374	74832	-1593	3463387	16935718
14/04/18 16:20	14/04/18 17:20	2.8934984488604516	73143	-1689	155116	21861972
14/04/18 16:30	14/04/18 17:30	2.9672997277061217	71948	-1195	211969	20495185
14/04/18 16:40	14/04/18 17:40	1.9077976984129217	71767	-181	191869	23044883
14/04/18 16:50	14/04/18 17:50	1.4730918503031047	74397	2630	282986	27979719
14/04/18 17:00	14/04/18 18:00	1.406987578686328	74600	203	1670132	22629369
14/04/18 17:10	14/04/18 18:10	1.3240177389306107	75501	901	1704776	25811790
14/04/18 17:20	14/04/18 18:20	1.3583681089656467	75767	266	1706149	21053949
14/04/18 17:30	14/04/18 18:30	1.3418785594494882	78327	2560	1631703	20110743
14/04/18 17:40	14/04/18 18:40	1.3954009471422046	78872	545	1674784	30265583
14/04/18 17:50	14/04/18 18:50	1.309344502637083	114331	35459	170768851	146576374
14/04/18 18:00	14/04/18 19:00	1.371235353154896	116977	2646	172598046	151216510
14/04/18 18:10	14/04/18 19:10	1.382230081613941	115593	-1384	172624616	151246264
14/04/18 18:20	14/04/18 19:20	1.0649289456086264	117059	1466	172627440	152658320
14/04/18 18:30	14/04/18 19:30	1.0275824391774964	116133	-926	172621247	152556007
14/04/18 18:40	14/04/18 19:40	0.964839401841329	117198	1065	172571681	137156034
14/04/18 18:50	14/04/18 19:50	0.9394816996409721	84116	-33082	3380619	13700194
14/04/18 19:00	14/04/18 20:00	0.8763294308322722	83218	-898	103974	9005070
14/04/18 19:10	14/04/18 20:10	0.8816257638600774	84361	1143	41060	3969977
14/04/18 19:20	14/04/18 20:20	0.9118409537694581	85052	691	15442	2275650
14/04/18 19:30	14/04/18 20:30	1.0106164038619168	85398	346	15753	2281602
14/04/18 19:40	14/04/18 20:40	1.0312019702725217	86452	1054	15922	2362978
14/04/18 19:50	14/04/18 20:50	1.0084763356588418	85286	-1166	15256	2354909
14/04/18 20:00	14/04/18 21:00	1.0383728766462512	86864	1578	493157	2411882
14/04/18 20:10	14/04/18 21:10	1.0732404645621518	89015	2151	494991	2793711
14/04/18 20:20	14/04/18 21:20	1.036593013123241	89231	216	494895	2819785
14/04/18 20:30	14/04/18 21:30	0.9884720933528833	90024	793	494851	3041630
14/04/18 20:40	14/04/18 21:40	0.994292433829875	89217	-807	494641	2963013
14/04/18 20:50	14/04/18 21:50	1.0189102163202903	86996	-2221	494767	2900788
14/04/18 21:00	14/04/18 22:00	1.0086418739429521	86207	-789	16985	2847149
14/04/18 21:10	14/04/18 22:10	1.041166412534902	84165	-2042	15614	2493941
14/04/18 21:20	14/04/18 22:20	1.0676046613689132	83117	-1048	16024	2479689
14/04/18 21:30	14/04/18 22:30	1.0502657391183305	82616	-501	15995	2260018
14/04/18 21:40	14/04/18 22:40	1.0218561954105534	82145	-471	15657	2272958
14/04/18 21:50	14/04/18 22:50	1.0754715908276349	82029	-116	15201	2378786
14/04/18 22:00	14/04/18 23:00	1.009048464192023	81574	-455	14667	2384624
14/04/18 22:10	14/04/18 23:10	0.8960485502155541	83042	1468	14345	2412475
14/04/18 22:20	14/04/18 23:20	0.8650763647351928	83891	849	13872	2391030
14/04/18 22:30	14/04/18 23:30	0.8517468314029546	84094	203	13611	2570240
14/04/18 22:40	14/04/18 23:40	0.8652555241148002	84077	-17	13531	2509343
14/04/18 22:50	14/04/18 23:50	0.7484001430000237	86986	2909	507344	2400900
14/04/18 23:00	15/04/18 00:00	0.769051160538758	88203	1217	507554	2542211
14/04/18 23:10	15/04/18 00:10	0.7703901622814961	88328	125	507235	2491555
14/04/18 23:20	15/04/18 00:20	0.8303965491301065	87482	-846	507065	2523832
14/04/18 23:30	15/04/18 00:30	0.8211613171316031	86822	-660	1715527	2320949
14/04/18 23:40	15/04/18 00:40	0.8318634825729577	87106	284	1716108	2397806
14/04/18 23:50	15/04/18 00:50	0.6044614556907538	130097	42991	1781861	2496052
15/04/18 00:00	15/04/18 01:00	0.6188572653794683	130775	678	1782463	2608803
15/04/18 00:10	15/04/18 01:10	0.622404730296713	129991	-784	1783203	2602933
15/04/18 00:20	15/04/18 01:20	0.552948273778435	129813	-178	1783252	2582691
15/04/18 00:30	15/04/18 01:30	0.517724740522253	129171	-642	574723	2585406
15/04/18 00:40	15/04/18 01:40	0.47509991363413534	128523	-648	771901	2559221
15/04/18 00:50	15/04/18 01:50	0.6247002086573296	86678	-41845	213318	2430184
15/04/18 01:00	15/04/18 02:00	0.5613802597990245	85085	-1593	213105	2181830
15/04/18 01:10	15/04/18 02:10	0.5448690731231077	85527	442	212600	2281804
15/04/18 01:20	15/04/18 02:20	0.5590942293900926	85226	-301	583251	2272880
15/04/18 01:30	15/04/18 02:30	0.5793387514500189	86723	1497	583677	2288444
15/04/18 01:40	15/04/18 02:40	0.5895001949834142	88028	1305	386381	2601793
15/04/18 01:50	15/04/18 02:50	1.37234572644487	85544	-2484	386310	2801303
15/04/18 02:00	15/04/18 03:00	1.3594894216985334	84826	-718	386066	2778813
15/04/18 02:10	15/04/18 03:10	1.3612211008040738	84818	-8	386484	2688958
15/04/18 02:20	15/04/18 03:20	1.3543832860044067	86663	1845	16170	2666676
15/04/18 02:30	15/04/18 03:30	1.3716695763994626	86676	13	15981	2757787
15/04/18 02:40	15/04/18 03:40	1.3736860594110971	86398	-278	15747	2495453
15/04/18 02:50	15/04/18 03:50	0.7718354741798222	86018	-380	15818	2339647
15/04/18 03:00	15/04/18 04:00	0.899964162876881	87428	1410	16389	2398712
15/04/18 03:10	15/04/18 04:10	0.9165418894711265	86448	-980	2816359	2381550
15/04/18 03:20	15/04/18 04:20	0.921381334745364	85220	-1228	5445209	2418813
15/04/18 03:30	15/04/18 04:30	0.9570802539791564	84440	-780	5445484	2330590
15/04/18 03:40	15/04/18 04:40	0.9886046517628881	84095	-345	5446297	2303703
15/04/18 03:50	15/04/18 04:50	0.8827205284714693	82890	-1205	5447071	2290338
15/04/18 04:00	15/04/18 05:00	0.8064928645559136	82056	-834	6569665	2239838
15/04/18 04:10	15/04/18 05:10	0.8583241126717852	82443	387	6624153	2255885
15/04/18 04:20	15/04/18 05:20	0.9192250722907597	82680	237	5822061	2275503
15/04/18 04:30	15/04/18 05:30	0.9664054070340261	83025	345	5822307	2268926
15/04/18 04:40	15/04/18 05:40	1.0209199823948756	83044	19	5822424	2242598
15/04/18 04:50	15/04/18 05:50	1.0176946588499654	86780	3736	11299968	2246570
15/04/18 05:00	15/04/18 06:00	1.0495787119691296	87074	294	16987831	2244538
15/04/18 05:10	15/04/18 06:10	1.036774677874186	88512	1438	18273265	2265915
15/04/18 05:20	15/04/18 06:20	1.0703891860525507	88561	49	16446863	2236519
15/04/18 05:30	15/04/18 06:30	1.0615252341614136	89323	762	16447437	2249425
15/04/18 05:40	15/04/18 06:40	1.0787840732873077	90384	1061	16447674	2286582
15/04/18 05:50	15/04/18 06:50	0.7888188767591641	133373	42989	10980378	2363350
15/04/18 06:00	15/04/18 07:00	0.8480288810978993	134985	1612	4170348	2464473
15/04/18 06:10	15/04/18 07:10	0.8633505931702861	133417	-1568	4551511	2334535
15/04/18 06:20	15/04/18 07:20	0.8481782871894887	132282	-1135	6144584	2292375
15/04/18 06:30	15/04/18 07:30	0.8424120412497458	133019	737	13621421	2338995
15/04/18 06:40	15/04/18 07:40	0.8111990361324783	131433	-1586	13620411	2214457
15/04/18 06:50	15/04/18 07:50	1.1168559992807343	90370	-41063	13609939	2120903
15/04/18 07:00	15/04/18 08:00	1.035134597759527	89981	-389	13609281	2080868
15/04/18 07:10	15/04/18 08:10	1.01167852708568	89623	-358	9087843	2145367
15/04/18 07:20	15/04/18 08:20	0.9922156204328085	90756	1133	7494822	2602370
15/04/18 07:30	15/04/18 08:30	0.9617734577575368	89152	-1604	16979	2522799
15/04/18 07:40	15/04/18 08:40	0.9839145817341264	90201	1049	17502	2620955
15/04/18 07:50	15/04/18 08:50	1.0178897719093984	85032	-5169	16548	2589101
15/04/18 08:00	15/04/18 09:00	1.0297319062932555	83804	-1228	16503	2533333
15/04/18 08:10	15/04/18 09:10	1.046160561710444	84937	1133	16696	2620839
15/04/18 08:20	15/04/18 09:20	1.0623401221716253	84987	50	16551	2137444
15/04/18 08:30	15/04/18 09:30	1.1351395473574832	85657	670	17000	2149196
15/04/18 08:40	15/04/18 09:40	1.140514285214802	86661	1004	16992	2119180
15/04/18 08:50	15/04/18 09:50	1.1299760328270945	87245	584	17469	2189487
15/04/18 09:00	15/04/18 10:00	1.1039140237705	88471	1226	17932	2299554
15/04/18 09:10	15/04/18 10:10	1.0990470430684118	88580	109	18284	2264256
15/04/18 09:20	15/04/18 10:20	1.0574043347011393	89925	1345	18303	2407586
15/04/18 09:30	15/04/18 10:30	1.0053699480654343	89555	-370	18226	2363343
15/04/18 09:40	15/04/18 10:40	1.0085547925028269	87553	-2002	18103	2312308
15/04/18 09:50	15/04/18 10:50	2.639625991248697	85473	-2080	31785	2188746
15/04/18 10:00	15/04/18 11:00	2.7163687100483864	82869	-2604	31547	2030492
15/04/18 10:10	15/04/18 11:10	2.718448343223322	82238	-631	31551	2047420
15/04/18 10:20	15/04/18 11:20	2.7254864144636537	81404	-834	502430	1903656
15/04/18 10:30	15/04/18 11:30	2.7284308370339314	81293	-111	502332	3787693
15/04/18 10:40	15/04/18 11:40	2.6628904451844018	82887	1594	502222	3854159
15/04/18 10:50	15/04/18 11:50	0.9528548528797542	87629	4742	489371	3927494
15/04/18 11:00	15/04/18 12:00	0.9220372108272324	89201	1572	489437	3965821
15/04/18 11:10	15/04/18 12:10	0.9335372767109471	93267	4066	489988	3992531
15/04/18 11:20	15/04/18 12:20	0.9550815716079859	94752	1485	19436	4095693
15/04/18 11:30	15/04/18 12:30	0.9693963065053632	95721	969	19708	2215562
15/04/18 11:40	15/04/18 12:40	0.9753337575232996	94739	-982	19747	2232498
15/04/18 11:50	15/04/18 12:50	0.7033901351684135	137251	42512	460477	6797056
15/04/18 12:00	15/04/18 13:00	0.7175905118289675	138220	969	460763	6785919
15/04/18 12:10	15/04/18 13:10	0.7186533383913773	133978	-4242	460062	6723808
15/04/18 12:20	15/04/18 13:20	0.7128992373740052	132049	-1929	459483	6680208
15/04/18 12:30	15/04/18 13:30	0.7101855321013381	131007	-1042	459141	6681255
15/04/18 12:40	15/04/18 13:40	0.7220668233884731	130637	-370	470042	6650349
15/04/18 12:50	15/04/18 13:50	1.0202692943161051	89217	-41420	28975	2093226
15/04/18 13:00	15/04/18 14:00	1.022741428589057	89139	-78	28801	2127339
15/04/18 13:10	15/04/18 14:10	1.0152127045429087	89282	143	28869	2110668
15/04/18 13:20	15/04/18 14:20	1.0139817042316355	89658	376	1606994	2111312
15/04/18 13:30	15/04/18 14:30	1.0249533422799324	89643	-15	5010359	2115458
15/04/18 13:40	15/04/18 14:40	0.9431094892012492	89640	-3	4999023	2138996
15/04/18 13:50	15/04/18 14:50	0.9129806701016393	85105	-4535	4998131	2123599
15/04/18 14:00	15/04/18 15:00	0.8456990340950744	84587	-518	4997915	2446564
15/04/18 14:10	15/04/18 15:10	0.7869240419721815	86057	1470	4998072	2612697
15/04/18 14:20	15/04/18 15:20	0.7303440437818437	86360	303	3420061	2657408
15/04/18 14:30	15/04/18 15:30	0.6672362554304526	86595	235	16694	2700204
15/04/18 14:40	15/04/18 15:40	0.72206518916193	87248	653	16871	2744287
15/04/18 14:50	15/04/18 15:50	0.7663156082399422	86821	-427	17049	2718279
15/04/18 15:00	15/04/18 16:00	0.7886491059513439	86115	-706	16834	2497326
15/04/18 15:10	15/04/18 16:10	0.81576800379102	84410	-1705	16478	2337255
15/04/18 15:20	15/04/18 16:20	0.8476695813374511	83547	-863	16301	2295374
15/04/18 15:30	15/04/18 16:30	0.8563562015054312	82767	-780	30577	4664085
15/04/18 15:40	15/04/18 16:40	1.8012169200747274	81351	-1416	81735	9565466
15/04/18 15:50	15/04/18 16:50	1.8127476255080606	81190	-161	91019	14664093
15/04/18 16:00	15/04/18 17:00	1.9000515937959854	80174	-1016	146159	14880079
15/04/18 16:10	15/04/18 17:10	1.9693806586101177	80928	754	149034	16746266
15/04/18 16:20	15/04/18 17:20	2.07200907176316	79414	-1514	228572	21701128
15/04/18 16:30	15/04/18 17:30	2.1880080269978275	79599	185	254444	20416197
15/04/18 16:40	15/04/18 17:40	1.3141441947012422	79830	231	247657	20650085
15/04/18 16:50	15/04/18 17:50	1.290960195784636	82223	2393	344942	22834760
15/04/18 17:00	15/04/18 18:00	1.3679399491742483	82773	550	386210	27535843
15/04/18 17:10	15/04/18 18:10	1.4250986356345308	83290	517	401087	26064780
15/04/18 17:20	15/04/18 18:20	1.5406993202438513	83986	696	332584	21102989
15/04/18 17:30	15/04/18 18:30	1.6617068096101566	82725	-1261	300908	19970636
15/04/18 17:40	15/04/18 18:40	1.8154963104599195	80297	-2428	709121	29888085
15/04/18 17:50	15/04/18 18:50	1.3766149522045652	117166	36869	40912282	56916247
15/04/18 18:00	15/04/18 19:00	1.3757274502915933	116087	-1079	40822963	52297784
15/04/18 18:10	15/04/18 19:10	1.4079094512128314	111351	-4736	40886609	57857566
15/04/18 18:20	15/04/18 19:20	1.34372037335456	109925	-1426	40881993	58475116
15/04/18 18:30	15/04/18 19:30	1.2444618268205536	109170	-755	40873484	58511816
15/04/18 18:40	15/04/18 19:40	1.143932382343617	110419	1249	40421250	43382257
15/04/18 18:50	15/04/18 19:50	1.6114223192650712	74565	-35854	112327	9150442
15/04/18 19:00	15/04/18 20:00	1.6404031312766392	73905	-660	105447	8723956
15/04/18 19:10	15/04/18 20:10	1.5867152760029266	75155	1250	24068	2763965
15/04/18 19:20	15/04/18 20:20	1.602119882079688	74915	-240	18037	2159687
15/04/18 19:30	15/04/18 20:30	1.6405486979986403	75099	184	18326	2191350
15/04/18 19:40	15/04/18 20:40	1.6576968303265764	73612	-1487	18067	2142267
15/04/18 19:50	15/04/18 20:50	1.6596660806612353	68236	-5376	17218	2089555
15/04/18 20:00	15/04/18 21:00	1.5558748141496035	67592	-644	17037	2110189
15/04/18 20:10	15/04/18 21:10	1.5300270582663646	67569	-23	17222	2148229
15/04/18 20:20	15/04/18 21:20	1.4739976098233907	67777	208	16960	2184578
15/04/18 20:30	15/04/18 21:30	1.4443974116311378	66941	-836	1139865	2181301
15/04/18 20:40	15/04/18 21:40	1.4117209203158745	68508	1567	3740888	2293573
15/04/18 20:50	15/04/18 21:50	1.4742242516460338	69713	1205	6045745	2331044
15/04/18 21:00	15/04/18 22:00	1.5182551662301231	69867	154	6253554	2385094
15/04/18 21:10	15/04/18 22:10	1.4612235780019545	69588	-279	7148188	2389852
15/04/18 21:20	15/04/18 22:20	1.4543730103626205	69770	182	7148158	2348287
15/04/18 21:30	15/04/18 22:30	1.4381543534143448	69867	97	6025184	2347892
15/04/18 21:40	15/04/18 22:40	1.4133505493852732	70031	164	3424454	2335943
15/04/18 21:50	15/04/18 22:50	1.3217472302456696	68466	-1565	1119342	2311791
15/04/18 22:00	15/04/18 23:00	1.2592312682537568	67671	-795	911576	2248647
15/04/18 22:10	15/04/18 23:10	1.2695597647460448	67374	-297	16939	2222926
15/04/18 22:20	15/04/18 23:20	1.4912452024993808	68657	1283	337352	2221007
15/04/18 22:30	15/04/18 23:30	1.624156049975482	69334	677	2675153	2200705
15/04/18 22:40	15/04/18 23:40	1.7564317102438085	71819	2485	2677539	2172687
15/04/18 22:50	15/04/18 23:50	1.786186094086503	78194	6375	2679586	2259189
15/04/18 23:00	16/04/18 00:00	2.0051389086711957	80358	2164	2681671	2260114
15/04/18 23:10	16/04/18 00:10	2.040978010813368	82398	2040	2682470	2555235
15/04/18 23:20	16/04/18 00:20	1.8938177899040471	81082	-1316	2362099	2572852
15/04/18 23:30	16/04/18 00:30	1.8032307718757759	80500	-582	24599	2580869
15/04/18 23:40	16/04/18 00:40	1.695121421292679	79370	-1130	22612	2593421
15/04/18 23:50	16/04/18 00:50	1.104779352457741	122165	42795	32779	2515053
16/04/18 00:00	16/04/18 01:00	0.9814766538971901	121331	-834	31055	2533359
16/04/18 00:10	16/04/18 01:10	0.9830141273123686	119250	-2081	30153	2208691
16/04/18 00:20	16/04/18 01:20	1.0158501648626703	118256	-994	29951	2194461
16/04/18 00:30	16/04/18 01:30	0.999088790123769	118203	-53	29630	2191996
16/04/18 00:40	16/04/18 01:40	0.9679110093841793	115407	-2796	28736	2168177
16/04/18 00:50	16/04/18 01:50	1.4484199428090119	71235	-44172	17141	2297503
16/04/18 01:00	16/04/18 02:00	1.4336683969443142	71277	42	16883	2335014
16/04/18 01:10	16/04/18 02:10	1.5713404974336795	71698	421	17275	2362322
16/04/18 01:20	16/04/18 02:20	1.506703065383127	72404	706	17633	2334796
16/04/18 01:30	16/04/18 02:30	1.5534793325764307	73105	701	17814	2435541
16/04/18 01:40	16/04/18 02:40	1.5889729160226347	74401	1296	18401	2471226
16/04/18 01:50	16/04/18 02:50	1.6498765690220594	71354	-3047	18410	2357093
16/04/18 02:00	16/04/18 03:00	1.632472636296475	70387	-967	18181	2339212
16/04/18 02:10	16/04/18 03:10	1.4432996238696452	69779	-608	17706	2354075
16/04/18 02:20	16/04/18 03:20	1.4068401453936163	71021	1242	17745	2405059
16/04/18 02:30	16/04/18 03:30	1.35480786515956	70068	-953	17321	2284617
16/04/18 02:40	16/04/18 03:40	1.3487695613409616	69562	-506	17008	2255881
16/04/18 02:50	16/04/18 03:50	1.3866361398434537	68734	-828	16783	2245944
16/04/18 03:00	16/04/18 04:00	1.4283765671770776	69421	687	17239	2201668
16/04/18 03:10	16/04/18 04:10	1.430734422645053	70267	846	17495	2534865
16/04/18 03:20	16/04/18 04:20	1.4338556011813783	68056	-2211	17272	2993860
16/04/18 03:30	16/04/18 04:30	1.4142071756128616	69061	1005	19607	3132469
16/04/18 03:40	16/04/18 04:40	1.3934680556306458	70285	1224	19947	3214012
16/04/18 03:50	16/04/18 04:50	1.3101366368766827	70169	-116	19870	3300017
16/04/18 04:00	16/04/18 05:00	1.2364044516976498	70038	-131	21089	3319411
16/04/18 04:10	16/04/18 05:10	1.2013070073334107	69272	-766	21194	3006493
16/04/18 04:20	16/04/18 05:20	1.1973053997757144	69554	282	21282	2550348
16/04/18 04:30	16/04/18 05:30	1.2179039624563954	68800	-754	19007	2511448
16/04/18 04:40	16/04/18 05:40	1.204414323680544	66751	-2049	18451	2405492
16/04/18 04:50	16/04/18 05:50	1.1657020325812721	69365	2614	18864	2406255
16/04/18 05:00	16/04/18 06:00	1.196080348999828	69788	423	17974	2336992
16/04/18 05:10	16/04/18 06:10	1.1798007723547044	72714	2926	18441	2449002
16/04/18 05:20	16/04/18 06:20	1.1844665686773985	74981	2267	18754	2458572
16/04/18 05:30	16/04/18 06:30	1.1634879485390148	75805	824	19182	2487925
16/04/18 05:40	16/04/18 06:40	1.1716319699667155	77514	1709	19932	2562704
16/04/18 05:50	16/04/18 06:50	0.8194739839795663	119410	41896	30397	2457268
16/04/18 06:00	16/04/18 07:00	0.8277065467019876	119663	253	30069	2524417
